,knockouts,carbon source,yield,slope
2245,PYK|TALA,xu5p_D,0.679,14.186
2246,PYK|TALA,2pg,0.641,0.0
2247,PYK|TALA,ac,0.538,0.0
2248,PYK|TALA,dhap,0.824,0.0
2249,PYK|TALA,electrons,0.0,0.0
2250,PYK|PPC,g6p,0.729,0.0
2251,PYK|PPC,f6p,0.729,0.0
2252,PYK|PPC,6pgc,0.682,0.0
2253,PYK|PPC,r5p,0.732,0.0
2254,PYK|PPC,succ,0.553,0.0
2255,PYK|PPC,xu5p_D,0.732,0.0
2256,PYK|PPC,2pg,0.556,0.0
2257,PYK|PPC,ac,0.54,0.0
2258,PYK|PPC,dhap,0.741,0.0
2259,PYK|PPC,electrons,0.441,54.192
2260,PYK|PPCK,g6p,0.772,0.0
2261,PYK|PPCK,f6p,0.772,0.0
2262,PYK|PPCK,6pgc,0.725,0.0
2263,PYK|PPCK,r5p,0.784,0.0
2264,PYK|PPCK,succ,0.54,0.0
2265,PYK|PPCK,xu5p_D,0.784,0.0
2266,PYK|PPCK,2pg,0.642,0.0
2267,PYK|PPCK,ac,0.527,0.0
2268,PYK|PPCK,dhap,0.825,0.0
2269,PYK|PPCK,electrons,0.493,45.595
2270,PYK|CS,g6p,0.0,0.0
2271,PYK|CS,f6p,0.0,0.0
2272,PYK|CS,6pgc,0.0,0.0
2273,PYK|CS,r5p,0.0,0.0
2274,PYK|CS,succ,0.0,0.0
2275,PYK|CS,xu5p_D,0.0,0.0
2276,PYK|CS,2pg,0.0,0.0
2277,PYK|CS,ac,0.0,0.0
2278,PYK|CS,dhap,0.0,0.0
2279,PYK|CS,electrons,0.0,0.0
2280,"PYK|ACONTa,ACONTb",g6p,0.0,0.0
2281,"PYK|ACONTa,ACONTb",f6p,0.0,0.0
2282,"PYK|ACONTa,ACONTb",6pgc,0.0,0.0
2283,"PYK|ACONTa,ACONTb",r5p,0.0,0.0
2284,"PYK|ACONTa,ACONTb",succ,0.0,0.0
2285,"PYK|ACONTa,ACONTb",xu5p_D,0.0,0.0
2286,"PYK|ACONTa,ACONTb",2pg,0.0,0.0
2287,"PYK|ACONTa,ACONTb",ac,0.0,0.0
2288,"PYK|ACONTa,ACONTb",dhap,0.0,0.0
2289,"PYK|ACONTa,ACONTb",electrons,0.0,0.0
2290,PYK|ALCD2x,g6p,0.772,0.0
2291,PYK|ALCD2x,f6p,0.772,0.0
2292,PYK|ALCD2x,6pgc,0.725,0.0
2293,PYK|ALCD2x,r5p,0.784,0.0
2294,PYK|ALCD2x,succ,0.553,0.0
2295,PYK|ALCD2x,xu5p_D,0.784,0.0
2296,PYK|ALCD2x,2pg,0.642,0.0
2297,PYK|ALCD2x,ac,0.54,0.0
2298,PYK|ALCD2x,dhap,0.825,0.0
2299,PYK|ALCD2x,electrons,0.493,45.595
2300,PYK|ACALD,g6p,0.772,0.0
2301,PYK|ACALD,f6p,0.772,0.0
2302,PYK|ACALD,6pgc,0.725,0.0
2303,PYK|ACALD,r5p,0.784,0.0
2304,PYK|ACALD,succ,0.553,0.0
2305,PYK|ACALD,xu5p_D,0.784,0.0
2306,PYK|ACALD,2pg,0.642,0.0
2307,PYK|ACALD,ac,0.54,0.0
2308,PYK|ACALD,dhap,0.825,0.0
2309,PYK|ACALD,electrons,0.493,45.596
2310,PPS|PDH,g6p,0.767,0.0
2311,PPS|PDH,f6p,0.767,0.0
2312,PPS|PDH,6pgc,0.72,0.0
2313,PPS|PDH,r5p,0.779,0.0
2314,PPS|PDH,succ,0.494,0.0
2315,PPS|PDH,xu5p_D,0.779,0.0
2316,PPS|PDH,2pg,0.621,0.0
2317,PPS|PDH,ac,0.54,0.0
2318,PPS|PDH,dhap,0.807,0.0
2319,PPS|PDH,electrons,0.488,45.595
2320,PPS|PFL,g6p,0.817,0.0
2321,PPS|PFL,f6p,0.817,0.0
2322,PPS|PFL,6pgc,0.764,0.0
2323,PPS|PFL,r5p,0.828,0.0
2324,PPS|PFL,succ,0.553,0.0
2325,PPS|PFL,xu5p_D,0.828,0.0
2326,PPS|PFL,2pg,0.691,0.0
2327,PPS|PFL,ac,0.54,0.0
2328,PPS|PFL,dhap,0.854,0.0
2329,PPS|PFL,electrons,0.499,45.595
2330,"PPS|G6PDH2r,PGL",g6p,0.805,0.0
2331,"PPS|G6PDH2r,PGL",f6p,0.805,0.0
2332,"PPS|G6PDH2r,PGL",6pgc,0.761,0.0
2333,"PPS|G6PDH2r,PGL",r5p,0.815,0.0
2334,"PPS|G6PDH2r,PGL",succ,0.553,0.0
2335,"PPS|G6PDH2r,PGL",xu5p_D,0.815,0.0
2336,"PPS|G6PDH2r,PGL",2pg,0.69,0.0
2337,"PPS|G6PDH2r,PGL",ac,0.54,0.0
2338,"PPS|G6PDH2r,PGL",dhap,0.852,0.0
2339,"PPS|G6PDH2r,PGL",electrons,0.499,45.595
2340,PPS|GND,g6p,0.805,0.0
2341,PPS|GND,f6p,0.805,0.0
2342,PPS|GND,6pgc,0.72,0.0
2343,PPS|GND,r5p,0.815,0.0
2344,PPS|GND,succ,0.553,0.0
2345,PPS|GND,xu5p_D,0.815,0.0
2346,PPS|GND,2pg,0.69,0.0
2347,PPS|GND,ac,0.54,0.0
2348,PPS|GND,dhap,0.852,0.0
2349,PPS|GND,electrons,0.499,45.595
2350,"PPS|EDD,EDA",g6p,0.817,0.0
2351,"PPS|EDD,EDA",f6p,0.817,0.0
2352,"PPS|EDD,EDA",6pgc,0.764,0.0
2353,"PPS|EDD,EDA",r5p,0.828,0.0
2354,"PPS|EDD,EDA",succ,0.553,0.0
2355,"PPS|EDD,EDA",xu5p_D,0.828,0.0
2356,"PPS|EDD,EDA",2pg,0.691,0.0
2357,"PPS|EDD,EDA",ac,0.54,0.0
2358,"PPS|EDD,EDA",dhap,0.854,0.0
2359,"PPS|EDD,EDA",electrons,0.499,45.595
2360,PPS|RPE,g6p,0.807,0.0
2361,PPS|RPE,f6p,0.807,0.0
2362,PPS|RPE,6pgc,0.726,0.0
2363,PPS|RPE,r5p,0.75,12.247
2364,PPS|RPE,succ,0.551,0.0
2365,PPS|RPE,xu5p_D,0.827,0.0
2366,PPS|RPE,2pg,0.69,0.0
2367,PPS|RPE,ac,0.537,0.0
2368,PPS|RPE,dhap,0.852,0.0
2369,PPS|RPE,electrons,0.0,0.0
2370,PPS|RPI,g6p,0.793,2.156
2371,PPS|RPI,f6p,0.793,2.156
2372,PPS|RPI,6pgc,0.705,2.156
2373,PPS|RPI,r5p,0.691,0.0
2374,PPS|RPI,succ,0.539,2.156
2375,PPS|RPI,xu5p_D,0.726,15.923
2376,PPS|RPI,2pg,0.675,2.156
2377,PPS|RPI,ac,0.529,2.156
2378,PPS|RPI,dhap,0.834,2.156
2379,PPS|RPI,electrons,0.0,0.0
2380,"PPS|TKT1,TKT2",g6p,0.0,0.0
2381,"PPS|TKT1,TKT2",f6p,0.0,0.0
2382,"PPS|TKT1,TKT2",6pgc,0.0,0.0
2383,"PPS|TKT1,TKT2",r5p,0.0,0.0
2384,"PPS|TKT1,TKT2",succ,0.0,0.0
2385,"PPS|TKT1,TKT2",xu5p_D,0.0,0.0
2386,"PPS|TKT1,TKT2",2pg,0.0,0.0
2387,"PPS|TKT1,TKT2",ac,0.0,0.0
2388,"PPS|TKT1,TKT2",dhap,0.0,0.0
2389,"PPS|TKT1,TKT2",electrons,0.0,0.0
2390,PPS|TALA,g6p,0.806,0.0
2391,PPS|TALA,f6p,0.806,0.0
2392,PPS|TALA,6pgc,0.723,0.0
2393,PPS|TALA,r5p,0.746,12.862
2394,PPS|TALA,succ,0.552,0.0
2395,PPS|TALA,xu5p_D,0.746,12.862
2396,PPS|TALA,2pg,0.69,0.0
2397,PPS|TALA,ac,0.538,0.0
2398,PPS|TALA,dhap,0.852,0.0
2399,PPS|TALA,electrons,0.0,0.0
2400,PPS|PPC,g6p,0.812,0.0
2401,PPS|PPC,f6p,0.812,0.0
2402,PPS|PPC,6pgc,0.757,0.0
2403,PPS|PPC,r5p,0.821,0.0
2404,PPS|PPC,succ,0.553,0.0
2405,PPS|PPC,xu5p_D,0.821,0.0
2406,PPS|PPC,2pg,0.687,0.0
2407,PPS|PPC,ac,0.54,0.0
2408,PPS|PPC,dhap,0.848,0.0
2409,PPS|PPC,electrons,0.469,54.192
2410,PPS|PPCK,g6p,0.817,0.0
2411,PPS|PPCK,f6p,0.817,0.0
2412,PPS|PPCK,6pgc,0.764,0.0
2413,PPS|PPCK,r5p,0.828,0.0
2414,PPS|PPCK,succ,0.473,14.02
2415,PPS|PPCK,xu5p_D,0.828,0.0
2416,PPS|PPCK,2pg,0.691,0.0
2417,PPS|PPCK,ac,0.475,14.02
2418,PPS|PPCK,dhap,0.854,0.0
2419,PPS|PPCK,electrons,0.499,45.595
2420,PPS|CS,g6p,0.0,0.0
2421,PPS|CS,f6p,0.0,0.0
2422,PPS|CS,6pgc,0.0,0.0
2423,PPS|CS,r5p,0.0,0.0
2424,PPS|CS,succ,0.0,0.0
2425,PPS|CS,xu5p_D,0.0,0.0
2426,PPS|CS,2pg,0.0,0.0
2427,PPS|CS,ac,0.0,0.0
2428,PPS|CS,dhap,0.0,0.0
2429,PPS|CS,electrons,0.0,0.0
2430,"PPS|ACONTa,ACONTb",g6p,0.0,0.0
2431,"PPS|ACONTa,ACONTb",f6p,0.0,0.0
2432,"PPS|ACONTa,ACONTb",6pgc,0.0,0.0
2433,"PPS|ACONTa,ACONTb",r5p,0.0,0.0
2434,"PPS|ACONTa,ACONTb",succ,0.0,0.0
2435,"PPS|ACONTa,ACONTb",xu5p_D,0.0,0.0
2436,"PPS|ACONTa,ACONTb",2pg,0.0,0.0
2437,"PPS|ACONTa,ACONTb",ac,0.0,0.0
2438,"PPS|ACONTa,ACONTb",dhap,0.0,0.0
2439,"PPS|ACONTa,ACONTb",electrons,0.0,0.0
2440,PPS|ALCD2x,g6p,0.817,0.0
2441,PPS|ALCD2x,f6p,0.817,0.0
2442,PPS|ALCD2x,6pgc,0.764,0.0
2443,PPS|ALCD2x,r5p,0.828,0.0
2444,PPS|ALCD2x,succ,0.553,0.0
2445,PPS|ALCD2x,xu5p_D,0.828,0.0
2446,PPS|ALCD2x,2pg,0.691,0.0
2447,PPS|ALCD2x,ac,0.54,0.0
2448,PPS|ALCD2x,dhap,0.854,0.0
2449,PPS|ALCD2x,electrons,0.499,45.595
2450,PPS|ACALD,g6p,0.817,0.0
2451,PPS|ACALD,f6p,0.817,0.0
2452,PPS|ACALD,6pgc,0.764,0.0
2453,PPS|ACALD,r5p,0.828,0.0
2454,PPS|ACALD,succ,0.553,0.0
2455,PPS|ACALD,xu5p_D,0.828,0.0
2456,PPS|ACALD,2pg,0.691,0.0
2457,PPS|ACALD,ac,0.54,0.0
2458,PPS|ACALD,dhap,0.854,0.0
2459,PPS|ACALD,electrons,0.499,45.596
2460,PDH|PFL,g6p,0.0,0.0
2461,PDH|PFL,f6p,0.0,0.0
2462,PDH|PFL,6pgc,0.0,0.0
2463,PDH|PFL,r5p,0.0,0.0
2464,PDH|PFL,succ,0.0,0.0
2465,PDH|PFL,xu5p_D,0.0,0.0
2466,PDH|PFL,2pg,0.0,0.0
2467,PDH|PFL,ac,0.54,0.0
2468,PDH|PFL,dhap,0.0,0.0
2469,PDH|PFL,electrons,0.0,0.0
2470,"PDH|G6PDH2r,PGL",g6p,0.739,0.0
2471,"PDH|G6PDH2r,PGL",f6p,0.739,0.0
2472,"PDH|G6PDH2r,PGL",6pgc,0.713,0.0
2473,"PDH|G6PDH2r,PGL",r5p,0.75,0.0
2474,"PDH|G6PDH2r,PGL",succ,0.494,0.0
2475,"PDH|G6PDH2r,PGL",xu5p_D,0.75,0.0
2476,"PDH|G6PDH2r,PGL",2pg,0.614,0.0
2477,"PDH|G6PDH2r,PGL",ac,0.54,0.0
2478,"PDH|G6PDH2r,PGL",dhap,0.79,0.0
2479,"PDH|G6PDH2r,PGL",electrons,0.488,45.595
2480,PDH|GND,g6p,0.739,0.0
2481,PDH|GND,f6p,0.739,0.0
2482,PDH|GND,6pgc,0.647,0.0
2483,PDH|GND,r5p,0.75,0.0
2484,PDH|GND,succ,0.494,0.0
2485,PDH|GND,xu5p_D,0.75,0.0
2486,PDH|GND,2pg,0.614,0.0
2487,PDH|GND,ac,0.54,0.0
2488,PDH|GND,dhap,0.79,0.0
2489,PDH|GND,electrons,0.488,45.595
2490,"PDH|EDD,EDA",g6p,0.767,0.0
2491,"PDH|EDD,EDA",f6p,0.767,0.0
2492,"PDH|EDD,EDA",6pgc,0.72,0.0
2493,"PDH|EDD,EDA",r5p,0.779,0.0
2494,"PDH|EDD,EDA",succ,0.494,0.0
2495,"PDH|EDD,EDA",xu5p_D,0.779,0.0
2496,"PDH|EDD,EDA",2pg,0.621,0.0
2497,"PDH|EDD,EDA",ac,0.54,0.0
2498,"PDH|EDD,EDA",dhap,0.807,0.0
2499,"PDH|EDD,EDA",electrons,0.488,45.595
2500,PDH|RPE,g6p,0.743,0.0
2501,PDH|RPE,f6p,0.743,0.0
2502,PDH|RPE,6pgc,0.655,0.0
2503,PDH|RPE,r5p,0.655,14.196
2504,PDH|RPE,succ,0.493,0.0
2505,PDH|RPE,xu5p_D,0.775,0.0
2506,PDH|RPE,2pg,0.616,0.0
2507,PDH|RPE,ac,0.537,0.0
2508,PDH|RPE,dhap,0.793,0.0
2509,PDH|RPE,electrons,0.0,0.0
2510,PDH|RPI,g6p,0.723,2.156
2511,PDH|RPI,f6p,0.723,2.156
2512,PDH|RPI,6pgc,0.629,2.156
2513,PDH|RPI,r5p,0.691,0.0
2514,PDH|RPI,succ,0.477,2.156
2515,PDH|RPI,xu5p_D,0.626,18.125
2516,PDH|RPI,2pg,0.597,2.156
2517,PDH|RPI,ac,0.529,2.156
2518,PDH|RPI,dhap,0.767,2.156
2519,PDH|RPI,electrons,0.0,0.0
2520,"PDH|TKT1,TKT2",g6p,0.0,0.0
2521,"PDH|TKT1,TKT2",f6p,0.0,0.0
2522,"PDH|TKT1,TKT2",6pgc,0.0,0.0
2523,"PDH|TKT1,TKT2",r5p,0.0,0.0
2524,"PDH|TKT1,TKT2",succ,0.0,0.0
2525,"PDH|TKT1,TKT2",xu5p_D,0.0,0.0
2526,"PDH|TKT1,TKT2",2pg,0.0,0.0
2527,"PDH|TKT1,TKT2",ac,0.0,0.0
2528,"PDH|TKT1,TKT2",dhap,0.0,0.0
2529,"PDH|TKT1,TKT2",electrons,0.0,0.0
2530,PDH|TALA,g6p,0.741,0.0
2531,PDH|TALA,f6p,0.741,0.0
2532,PDH|TALA,6pgc,0.651,0.0
2533,PDH|TALA,r5p,0.65,14.851
2534,PDH|TALA,succ,0.493,0.0
2535,PDH|TALA,xu5p_D,0.65,14.851
2536,PDH|TALA,2pg,0.615,0.0
2537,PDH|TALA,ac,0.538,0.0
2538,PDH|TALA,dhap,0.791,0.0
2539,PDH|TALA,electrons,0.0,0.0
2540,PDH|PPC,g6p,0.746,0.0
2541,PDH|PPC,f6p,0.746,0.0
2542,PDH|PPC,6pgc,0.7,0.0
2543,PDH|PPC,r5p,0.757,0.0
2544,PDH|PPC,succ,0.494,0.0
2545,PDH|PPC,xu5p_D,0.757,0.0
2546,PDH|PPC,2pg,0.605,0.0
2547,PDH|PPC,ac,0.54,0.0
2548,PDH|PPC,dhap,0.787,0.0
2549,PDH|PPC,electrons,0.447,54.192
2550,PDH|PPCK,g6p,0.767,0.0
2551,PDH|PPCK,f6p,0.767,0.0
2552,PDH|PPCK,6pgc,0.72,0.0
2553,PDH|PPCK,r5p,0.779,0.0
2554,PDH|PPCK,succ,0.481,0.0
2555,PDH|PPCK,xu5p_D,0.779,0.0
2556,PDH|PPCK,2pg,0.621,0.0
2557,PDH|PPCK,ac,0.527,0.0
2558,PDH|PPCK,dhap,0.807,0.0
2559,PDH|PPCK,electrons,0.488,45.595
2560,PDH|CS,g6p,0.0,0.0
2561,PDH|CS,f6p,0.0,0.0
2562,PDH|CS,6pgc,0.0,0.0
2563,PDH|CS,r5p,0.0,0.0
2564,PDH|CS,succ,0.0,0.0
2565,PDH|CS,xu5p_D,0.0,0.0
2566,PDH|CS,2pg,0.0,0.0
2567,PDH|CS,ac,0.0,0.0
2568,PDH|CS,dhap,0.0,0.0
2569,PDH|CS,electrons,0.0,0.0
2570,"PDH|ACONTa,ACONTb",g6p,0.0,0.0
2571,"PDH|ACONTa,ACONTb",f6p,0.0,0.0
2572,"PDH|ACONTa,ACONTb",6pgc,0.0,0.0
2573,"PDH|ACONTa,ACONTb",r5p,0.0,0.0
2574,"PDH|ACONTa,ACONTb",succ,0.0,0.0
2575,"PDH|ACONTa,ACONTb",xu5p_D,0.0,0.0
2576,"PDH|ACONTa,ACONTb",2pg,0.0,0.0
2577,"PDH|ACONTa,ACONTb",ac,0.0,0.0
2578,"PDH|ACONTa,ACONTb",dhap,0.0,0.0
2579,"PDH|ACONTa,ACONTb",electrons,0.0,0.0
2580,PDH|ALCD2x,g6p,0.767,0.0
2581,PDH|ALCD2x,f6p,0.767,0.0
2582,PDH|ALCD2x,6pgc,0.72,0.0
2583,PDH|ALCD2x,r5p,0.779,0.0
2584,PDH|ALCD2x,succ,0.494,0.0
2585,PDH|ALCD2x,xu5p_D,0.779,0.0
2586,PDH|ALCD2x,2pg,0.621,0.0
2587,PDH|ALCD2x,ac,0.54,0.0
2588,PDH|ALCD2x,dhap,0.807,0.0
2589,PDH|ALCD2x,electrons,0.488,45.595
2590,PDH|ACALD,g6p,0.767,0.0
2591,PDH|ACALD,f6p,0.767,0.0
2592,PDH|ACALD,6pgc,0.72,0.0
2593,PDH|ACALD,r5p,0.779,0.0
2594,PDH|ACALD,succ,0.494,0.0
2595,PDH|ACALD,xu5p_D,0.779,0.0
2596,PDH|ACALD,2pg,0.621,0.0
2597,PDH|ACALD,ac,0.54,0.0
2598,PDH|ACALD,dhap,0.807,0.0
2599,PDH|ACALD,electrons,0.488,45.596
2600,"PFL|G6PDH2r,PGL",g6p,0.805,0.0
2601,"PFL|G6PDH2r,PGL",f6p,0.805,0.0
2602,"PFL|G6PDH2r,PGL",6pgc,0.761,0.0
2603,"PFL|G6PDH2r,PGL",r5p,0.815,0.0
2604,"PFL|G6PDH2r,PGL",succ,0.553,0.0
2605,"PFL|G6PDH2r,PGL",xu5p_D,0.815,0.0
2606,"PFL|G6PDH2r,PGL",2pg,0.69,0.0
2607,"PFL|G6PDH2r,PGL",ac,0.54,0.0
2608,"PFL|G6PDH2r,PGL",dhap,0.852,0.0
2609,"PFL|G6PDH2r,PGL",electrons,0.499,45.595
2610,PFL|GND,g6p,0.805,0.0
2611,PFL|GND,f6p,0.805,0.0
2612,PFL|GND,6pgc,0.72,0.0
2613,PFL|GND,r5p,0.815,0.0
2614,PFL|GND,succ,0.553,0.0
2615,PFL|GND,xu5p_D,0.815,0.0
2616,PFL|GND,2pg,0.69,0.0
2617,PFL|GND,ac,0.54,0.0
2618,PFL|GND,dhap,0.852,0.0
2619,PFL|GND,electrons,0.499,45.595
2620,"PFL|EDD,EDA",g6p,0.817,0.0
2621,"PFL|EDD,EDA",f6p,0.817,0.0
2622,"PFL|EDD,EDA",6pgc,0.764,0.0
2623,"PFL|EDD,EDA",r5p,0.828,0.0
2624,"PFL|EDD,EDA",succ,0.553,0.0
2625,"PFL|EDD,EDA",xu5p_D,0.828,0.0
2626,"PFL|EDD,EDA",2pg,0.691,0.0
2627,"PFL|EDD,EDA",ac,0.54,0.0
2628,"PFL|EDD,EDA",dhap,0.854,0.0
2629,"PFL|EDD,EDA",electrons,0.499,45.595
2630,PFL|RPE,g6p,0.807,0.0
2631,PFL|RPE,f6p,0.807,0.0
2632,PFL|RPE,6pgc,0.726,0.0
2633,PFL|RPE,r5p,0.75,12.247
2634,PFL|RPE,succ,0.551,0.0
2635,PFL|RPE,xu5p_D,0.827,0.0
2636,PFL|RPE,2pg,0.69,0.0
2637,PFL|RPE,ac,0.537,0.0
2638,PFL|RPE,dhap,0.852,0.0
2639,PFL|RPE,electrons,0.0,0.0
2640,PFL|RPI,g6p,0.793,2.156
2641,PFL|RPI,f6p,0.793,2.156
2642,PFL|RPI,6pgc,0.705,2.156
2643,PFL|RPI,r5p,0.691,0.0
2644,PFL|RPI,succ,0.539,2.156
2645,PFL|RPI,xu5p_D,0.726,15.923
2646,PFL|RPI,2pg,0.675,2.156
2647,PFL|RPI,ac,0.529,2.156
2648,PFL|RPI,dhap,0.834,2.156
2649,PFL|RPI,electrons,0.0,0.0
2650,"PFL|TKT1,TKT2",g6p,0.0,0.0
2651,"PFL|TKT1,TKT2",f6p,0.0,0.0
2652,"PFL|TKT1,TKT2",6pgc,0.0,0.0
2653,"PFL|TKT1,TKT2",r5p,0.0,0.0
2654,"PFL|TKT1,TKT2",succ,0.0,0.0
2655,"PFL|TKT1,TKT2",xu5p_D,0.0,0.0
2656,"PFL|TKT1,TKT2",2pg,0.0,0.0
2657,"PFL|TKT1,TKT2",ac,0.0,0.0
2658,"PFL|TKT1,TKT2",dhap,0.0,0.0
2659,"PFL|TKT1,TKT2",electrons,0.0,0.0
2660,PFL|TALA,g6p,0.806,0.0
2661,PFL|TALA,f6p,0.806,0.0
2662,PFL|TALA,6pgc,0.723,0.0
2663,PFL|TALA,r5p,0.746,12.862
2664,PFL|TALA,succ,0.552,0.0
2665,PFL|TALA,xu5p_D,0.746,12.862
2666,PFL|TALA,2pg,0.69,0.0
2667,PFL|TALA,ac,0.538,0.0
2668,PFL|TALA,dhap,0.852,0.0
2669,PFL|TALA,electrons,0.0,0.0
2670,PFL|PPC,g6p,0.812,0.0
2671,PFL|PPC,f6p,0.812,0.0
2672,PFL|PPC,6pgc,0.757,0.0
2673,PFL|PPC,r5p,0.821,0.0
2674,PFL|PPC,succ,0.553,0.0
2675,PFL|PPC,xu5p_D,0.821,0.0
2676,PFL|PPC,2pg,0.687,0.0
2677,PFL|PPC,ac,0.54,0.0
2678,PFL|PPC,dhap,0.848,0.0
2679,PFL|PPC,electrons,0.469,54.192
2680,PFL|PPCK,g6p,0.817,0.0
2681,PFL|PPCK,f6p,0.817,0.0
2682,PFL|PPCK,6pgc,0.764,0.0
2683,PFL|PPCK,r5p,0.828,0.0
2684,PFL|PPCK,succ,0.54,0.0
2685,PFL|PPCK,xu5p_D,0.828,0.0
2686,PFL|PPCK,2pg,0.691,0.0
2687,PFL|PPCK,ac,0.527,0.0
2688,PFL|PPCK,dhap,0.854,0.0
2689,PFL|PPCK,electrons,0.499,45.595
2690,PFL|CS,g6p,0.0,0.0
2691,PFL|CS,f6p,0.0,0.0
2692,PFL|CS,6pgc,0.0,0.0
2693,PFL|CS,r5p,0.0,0.0
2694,PFL|CS,succ,0.0,0.0
2695,PFL|CS,xu5p_D,0.0,0.0
2696,PFL|CS,2pg,0.0,0.0
2697,PFL|CS,ac,0.0,0.0
2698,PFL|CS,dhap,0.0,0.0
2699,PFL|CS,electrons,0.0,0.0
2700,"PFL|ACONTa,ACONTb",g6p,0.0,0.0
2701,"PFL|ACONTa,ACONTb",f6p,0.0,0.0
2702,"PFL|ACONTa,ACONTb",6pgc,0.0,0.0
2703,"PFL|ACONTa,ACONTb",r5p,0.0,0.0
2704,"PFL|ACONTa,ACONTb",succ,0.0,0.0
2705,"PFL|ACONTa,ACONTb",xu5p_D,0.0,0.0
2706,"PFL|ACONTa,ACONTb",2pg,0.0,0.0
2707,"PFL|ACONTa,ACONTb",ac,0.0,0.0
2708,"PFL|ACONTa,ACONTb",dhap,0.0,0.0
2709,"PFL|ACONTa,ACONTb",electrons,0.0,0.0
2710,PFL|ALCD2x,g6p,0.817,0.0
2711,PFL|ALCD2x,f6p,0.817,0.0
2712,PFL|ALCD2x,6pgc,0.764,0.0
2713,PFL|ALCD2x,r5p,0.828,0.0
2714,PFL|ALCD2x,succ,0.553,0.0
2715,PFL|ALCD2x,xu5p_D,0.828,0.0
2716,PFL|ALCD2x,2pg,0.691,0.0
2717,PFL|ALCD2x,ac,0.54,0.0
2718,PFL|ALCD2x,dhap,0.854,0.0
2719,PFL|ALCD2x,electrons,0.499,45.595
2720,PFL|ACALD,g6p,0.817,0.0
2721,PFL|ACALD,f6p,0.817,0.0
2722,PFL|ACALD,6pgc,0.764,0.0
2723,PFL|ACALD,r5p,0.828,0.0
2724,PFL|ACALD,succ,0.553,0.0
2725,PFL|ACALD,xu5p_D,0.828,0.0
2726,PFL|ACALD,2pg,0.691,0.0
2727,PFL|ACALD,ac,0.54,0.0
2728,PFL|ACALD,dhap,0.854,0.0
2729,PFL|ACALD,electrons,0.499,45.596
2730,"G6PDH2r,PGL|GND",g6p,0.805,0.0
2731,"G6PDH2r,PGL|GND",f6p,0.805,0.0
2732,"G6PDH2r,PGL|GND",6pgc,0.72,0.0
2733,"G6PDH2r,PGL|GND",r5p,0.815,0.0
2734,"G6PDH2r,PGL|GND",succ,0.553,0.0
2735,"G6PDH2r,PGL|GND",xu5p_D,0.815,0.0
2736,"G6PDH2r,PGL|GND",2pg,0.69,0.0
2737,"G6PDH2r,PGL|GND",ac,0.54,0.0
2738,"G6PDH2r,PGL|GND",dhap,0.852,0.0
2739,"G6PDH2r,PGL|GND",electrons,0.499,45.595
2740,"G6PDH2r,PGL|EDD,EDA",g6p,0.805,0.0
2741,"G6PDH2r,PGL|EDD,EDA",f6p,0.805,0.0
2742,"G6PDH2r,PGL|EDD,EDA",6pgc,0.761,0.0
2743,"G6PDH2r,PGL|EDD,EDA",r5p,0.815,0.0
2744,"G6PDH2r,PGL|EDD,EDA",succ,0.553,0.0
2745,"G6PDH2r,PGL|EDD,EDA",xu5p_D,0.815,0.0
2746,"G6PDH2r,PGL|EDD,EDA",2pg,0.69,0.0
2747,"G6PDH2r,PGL|EDD,EDA",ac,0.54,0.0
2748,"G6PDH2r,PGL|EDD,EDA",dhap,0.852,0.0
2749,"G6PDH2r,PGL|EDD,EDA",electrons,0.499,45.595
2750,"G6PDH2r,PGL|RPE",g6p,0.0,0.0
2751,"G6PDH2r,PGL|RPE",f6p,0.0,0.0
2752,"G6PDH2r,PGL|RPE",6pgc,0.726,0.0
2753,"G6PDH2r,PGL|RPE",r5p,0.75,12.247
2754,"G6PDH2r,PGL|RPE",succ,0.0,0.0
2755,"G6PDH2r,PGL|RPE",xu5p_D,0.0,0.0
2756,"G6PDH2r,PGL|RPE",2pg,0.0,0.0
2757,"G6PDH2r,PGL|RPE",ac,0.0,0.0
2758,"G6PDH2r,PGL|RPE",dhap,0.0,0.0
2759,"G6PDH2r,PGL|RPE",electrons,0.0,0.0
2760,"G6PDH2r,PGL|RPI",g6p,0.793,2.156
2761,"G6PDH2r,PGL|RPI",f6p,0.793,2.156
2762,"G6PDH2r,PGL|RPI",6pgc,0.705,2.156
2763,"G6PDH2r,PGL|RPI",r5p,0.0,0.0
2764,"G6PDH2r,PGL|RPI",succ,0.539,2.156
2765,"G6PDH2r,PGL|RPI",xu5p_D,0.726,15.923
2766,"G6PDH2r,PGL|RPI",2pg,0.675,2.156
2767,"G6PDH2r,PGL|RPI",ac,0.529,2.156
2768,"G6PDH2r,PGL|RPI",dhap,0.834,2.156
2769,"G6PDH2r,PGL|RPI",electrons,0.0,0.0
2770,"G6PDH2r,PGL|TKT1,TKT2",g6p,0.0,0.0
2771,"G6PDH2r,PGL|TKT1,TKT2",f6p,0.0,0.0
2772,"G6PDH2r,PGL|TKT1,TKT2",6pgc,0.0,0.0
2773,"G6PDH2r,PGL|TKT1,TKT2",r5p,0.0,0.0
2774,"G6PDH2r,PGL|TKT1,TKT2",succ,0.0,0.0
2775,"G6PDH2r,PGL|TKT1,TKT2",xu5p_D,0.0,0.0
2776,"G6PDH2r,PGL|TKT1,TKT2",2pg,0.0,0.0
